😮‍💨新聞,#genre#
霹雳台湾台 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/351.m3u8
阿里郎频道 Arirang (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/350.m3u8
韩国娱乐台 (TW) KMTV,http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/349.m3u8
麦哲伦频道 Magellan TV (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/366.m3u8
原住民族电视台 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/381.m3u8
客家电视台 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/380.m3u8
国会频道 1 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/393.m3u8
国会频道 2 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/394.m3u8
国兴卫视 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/338.m3u8
东森购物1台 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/375.m3u8
东森购物2台 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/376.m3u8
东森购物3台 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/377.m3u8
东森购物5台 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/378.m3u8
东森超视台 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/374.m3u8
大爱电视 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/396.m3u8
大爱二台 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/397.m3u8
好消息 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/401.m3u8
好消息2台 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/402.m3u8
华藏卫视 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/398.m3u8
人间卫视 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/395.m3u8
十方法界 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/400.m3u8
希望频道 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/405.m3u8
诚心电视台 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/403.m3u8
生命电视台 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/404.m3u8
无上师电视台 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/399.m3u8
NHK WORLD JAPAN (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/388.m3u8
ELTV生活英语台 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/392.m3u8
LiveABC互动英语频道 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/391.m3u8
Cinemax H265 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/430.m3u8
好莱坞电影 H265 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/409.m3u8
JET 综合台 H265 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/408.m3u8
MOMO 综合台 H265 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/436.m3u8
MOMO 亲子台 H265 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/435.m3u8
TVBS H265 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/412.m3u8
TVBS 欢乐台 H265 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/413.m3u8
东森幼幼 H265 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/414.m3u8
东森戏剧 H265 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/416.m3u8
东森综合 H265 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/415.m3u8
东森财经 H265 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/417.m3u8
中天娱乐 H265 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/411.m3u8
中天综合 H265 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/410.m3u8
三立新闻 H265 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/418.m3u8
三立台湾台 H265 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/419.m3u8
三立都会台 H265 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/420.m3u8
国兴卫视 H265 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/431.m3u8
壹新闻台 H265 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/407.m3u8
年代新闻台 H265 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/406.m3u8
年代MUCH台 H265 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/434.m3u8
纬来戏剧 H265 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/426.m3u8
纬来日本 H265 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/427.m3u8
纬来电影 H265 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/429.m3u8
纬来综合 H265 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/425.m3u8
纬来育乐 H265 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/428.m3u8
八大综合 H265 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/421.m3u8
八大戏剧 H265 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/423.m3u8
八大第一 H265 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/422.m3u8
动物星球 H265 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/433.m3u8
TLC 旅遊生活台 H265 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/432.m3u8
TaiWan Plus H265 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/437.m3u8

🇨🇳中国大陆,#genre#
CCTV-1 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/475.m3u8
CCTV-1 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/533.m3u8
CCTV-2 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/476.m3u8
CCTV-2 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/534.m3u8
CCTV-3 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/477.m3u8
CCTV-3 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/535.m3u8
CCTV-4 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/478.m3u8
CCTV-4 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/536.m3u8
CCTV-6 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/480.m3u8
CCTV-6 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/539.m3u8
CCTV-7 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/481.m3u8
CCTV-7 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/540.m3u8
CCTV-8 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/482.m3u8
CCTV-8 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/541.m3u8
CCTV-9 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/483.m3u8
CCTV-9 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/542.m3u8
CCTV-10 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/484.m3u8
CCTV-10 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/543.m3u8
CCTV-11 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/485.m3u8
CCTV-11 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/544.m3u8
CCTV-12 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/486.m3u8
CCTV-12 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/545.m3u8
CCTV-14 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/488.m3u8
CCTV-14 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/547.m3u8
CCTV-15 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/489.m3u8
CCTV-15 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/548.m3u8
CCTV-16 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/490.m3u8
CCTV-16 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/549.m3u8
CCTV-17 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/491.m3u8
CCTV-17 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/550.m3u8
上海东方卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/494.m3u8
上海东方卫视 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/552.m3u8
北京卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/493.m3u8
北京卫视 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/551.m3u8
江苏卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/497.m3u8
江苏卫视 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/554.m3u8
浙江卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/496.m3u8
浙江卫视 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/553.m3u8
广东卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/498.m3u8
广东卫视 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/556.m3u8
深圳卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/499.m3u8
深圳卫视 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/557.m3u8
湖南卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/495.m3u8
湖南卫视 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/555.m3u8
天津卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/500.m3u8
天津卫视 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/558.m3u8
山东卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/506.m3u8
山东卫视 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/563.m3u8
辽宁卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/502.m3u8
辽宁卫视 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/560.m3u8
吉林卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/503.m3u8
吉林卫视 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/561.m3u8
黑龙江卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/504.m3u8
黑龙江卫视 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/562.m3u8
河北卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/501.m3u8
河北卫视 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/559.m3u8
河南卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/511.m3u8
河南卫视 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/565.m3u8
湖北卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/508.m3u8
湖北卫视 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/566.m3u8
四川卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/513.m3u8
四川卫视 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/567.m3u8
重庆卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/510.m3u8
重庆卫视 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/571.m3u8
东南卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/516.m3u8
东南卫视 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/569.m3u8
厦门卫视 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/568.m3u8
海峡卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/517.m3u8
山西卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/515.m3u8
广西卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/512.m3u8
广西卫视 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/573.m3u8
安徽卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/505.m3u8
安徽卫视 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/564.m3u8
云南卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/509.m3u8
云南卫视 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/570.m3u8
江西卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/507.m3u8
贵州卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/518.m3u8
贵州卫视 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/574.m3u8
陕西卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/514.m3u8
海南卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/522.m3u8
海南卫视 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/575.m3u8
内蒙古卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/521.m3u8
内蒙古卫视 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/577.m3u8
新疆卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/520.m3u8
宁夏卫视 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/572.m3u8
新疆卫视 1080P (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/576.m3u8
甘肃卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/524.m3u8
西藏卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/523.m3u8
青海卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/519.m3u8
兵团卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/525.m3u8
CCTV4美洲 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/593.m3u8
CHC 动作影院 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/532.m3u8
CHC 家庭影院 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/531.m3u8
CHC 高清电影 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/530.m3u8
上海哈哈炫动卡通 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/591.m3u8
广东嘉佳卡通 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/589.m3u8
广东大湾区卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/529.m3u8
广东珠江频道 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/528.m3u8
北京卡酷少儿 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/590.m3u8
华夏电视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/594.m3u8
江苏优漫卡通 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/587.m3u8
湖南金鹰卡通 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/592.m3u8
青海安多卫视 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/584.m3u8
青田电视台 (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/585.m3u8
CGTN ARA (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/583.m3u8
CGTN ES (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/582.m3u8
CGTN FR (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/580.m3u8
CGTN RU (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/581.m3u8
NTD (CN),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/595.m3u8

海外中文OC,#genre#
TVB 1 (美),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/440.m3u8
TVB J1 (美),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/441.m3u8
TVB E (美),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/442.m3u8
TVB Drama (美),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/443.m3u8
TVB 翡翠台(美西),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/456.m3u8
TVB 翡翠台(美东),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/455.m3u8
新时代多伦多 (加),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/445.m3u8
新时代温哥华 (加),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/446.m3u8
新时代2 (加),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/447.m3u8
TVB 翡翠台(英國),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/458.m3u8
TVB 翡翠台(澳洲),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/457.m3u8
TVB 翡翠台 (泰),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/461.m3u8
TVB 翡翠台 (马来-粤),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/459.m3u8
TVB 翡翠台 (马来-国),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/460.m3u8
TVB 星河 (泰),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/463.m3u8
TVB 星河 (马来-国),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/462.m3u8
TVB Live Shows (泰),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/465.m3u8
TVB 功夫台 Asia Action (泰),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/464.m3u8
TVB 千禧经典台 (马来) (HK),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/466.m3u8
凤凰卫视美洲台,http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/468.m3u8
东森中国台 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/470.m3u8
东森美洲卫视 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/469.m3u8
东森超视美洲台 (TW),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/472.m3u8
中国电影频道,http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/65108.m3u8

🇸🇬新加坡,#genre#
Channel 5 (SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/598.m3u8
Channel 8 (SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/599.m3u8
Channel U(SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/600.m3u8
Suria (SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/601.m3u8
Vasantham (SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/602.m3u8
E乐台 E-Le (SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/604.m3u8
佳乐台 Jia Le (SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/603.m3u8
如意台 RUYI (SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/721.m3u8
Hub 娱家 VV Drama (SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/605.m3u8
Hub 都会台 ECity (SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/606.m3u8
HBO(SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/610.m3u8
HBO Signature(SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/611.m3u8
HBO Family(SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/612.m3u8
HBO Hits(SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/613.m3u8
Cinemax (SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/614.m3u8
Cinema One Global (SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/617.m3u8
CM+天映频道 (SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/616.m3u8
天映频道 Celestial Movies (SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/609.m3u8
Hits Movies (SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/615.m3u8
Astro Prima (SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/632.m3u8
Astro Ria (SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/631.m3u8
Astro Sensasi (SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/630.m3u8
Astro Warna(SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/629.m3u8
Discovery Channel(SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/618.m3u8
HGTV(SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/623.m3u8
History (SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/624.m3u8
NAT_GEO (SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/626.m3u8
BBC Cbeebies (SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/621.m3u8
BBC Earth (SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/619.m3u8
BBC Lifestyle (SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/620.m3u8
Travelxp (SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/625.m3u8
HITS (SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/622.m3u8
KIX (SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/647.m3u8
tvN (SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/628.m3u8
Lifetime (SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/627.m3u8
TVB 星河 (中) (SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/607.m3u8
TVB 翡翠台 (SG),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/608.m3u8

马来西亚MY,#genre#
TV1 (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/650.m3u8
TV2 (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/651.m3u8
TV3 (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/652.m3u8
TV6 (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/653.m3u8
8TV八度空间 (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/654.m3u8
TV9 (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/655.m3u8
Astro AEC (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/658.m3u8
Astro 全佳台 (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/657.m3u8
Astro 欢喜台 (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/660.m3u8
Astro IQiYI 爱奇艺 (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/656.m3u8
TVB翡翠台 (粤) (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/666.m3u8
TVB翡翠台 (国) (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/667.m3u8
Astro AOD 311 (粤) (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/661.m3u8
Astro AOD 311 (国) (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/662.m3u8
TVB 星河频道 (粤) (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/668.m3u8
TVB 星河频道 (国) (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/669.m3u8
天映频道 (粤) (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/663.m3u8
天映频道 (国) (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/664.m3u8
CCM 天映经典 (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/665.m3u8
TVB 千禧经典台 (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/659.m3u8
HBO (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/673.m3u8
HBO Family (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/674.m3u8
HBO Hits (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/675.m3u8
Cinemax (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/677.m3u8
AXN (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/676.m3u8
Boo (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/684.m3u8
HITS Movies (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/685.m3u8
Showcase Movies (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/679.m3u8
tvN Movies (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/683.m3u8
Crime+Investigation (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/780.m3u8
Astro Ria (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/706.m3u8
Astro Awani (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/710.m3u8
Astro Ceria (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/711.m3u8
Astro Citra (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/709.m3u8
Astro Oasis (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/708.m3u8
Astro Aura (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/715.m3u8
Astro Prima (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/707.m3u8
Astro Rania (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/714.m3u8
Astro Vaanavil (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/716.m3u8
Astro Vellithirai (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/717.m3u8
Astro Vinmeen (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/718.m3u8
CTI Asia 中天亚洲 (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/671.m3u8
Hits (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/678.m3u8
TVBS Asia (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/672.m3u8
tvN (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/682.m3u8
TV Okey (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/723.m3u8
TVS (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/722.m3u8
Bernama(MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/741.m3u8
Discovery Channel (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/763.m3u8
Discovery Asia (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/764.m3u8
Love Nature (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/761.m3u8
TLC (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/778.m3u8
HGTV (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/777.m3u8
History (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/767.m3u8
AnimalPlanet (MY),http://iptvpro.pw:35451//live/加QQ群1041749599/68686868/768.m3u8
